intern_id,year,month,month_start,tasks_completed,tasks_assigned,completion_rate,avg_completion_time_days,avg_quality_score,mentor_feedback_score,initiatives_taken,learning_assessment_score,collaboration_score,monthly_performance_score,performance_tier,department,mentor
INT_0067,2024,4,2024-04-01,5,7,69.6,11.4,5.1,5.2,2,75.1,5.8,308.5,Low,Software Engineering,Prof. Brown
INT_0067,2024,5,2024-05-01,8,11,67.4,10.6,4.7,6.3,2,53.3,4.6,308.9,Low,Software Engineering,Prof. Brown
INT_0067,2024,6,2024-06-01,10,15,65.4,5.5,4.5,5.2,0,91.1,7.4,311.5,Low,Software Engineering,Prof. Brown
INT_0068,2024,1,2024-01-01,10,13,73.9,7.8,5.9,4.7,0,55.5,5.7,320.9,Low,UX Design,Dr. Smith
INT_0068,2024,2,2024-02-01,6,9,64.3,10.4,5.2,5.8,1,83.6,5.9,322.0,Low,UX Design,Dr. Smith
INT_0068,2024,3,2024-03-01,5,6,71.5,9.2,5.6,5.5,1,55.2,6.7,336.6,Low,UX Design,Dr. Smith
INT_0068,2024,4,2024-04-01,8,9,85.1,7.2,5.6,5.4,2,34.2,7.1,343.2,Low,UX Design,Dr. Smith
INT_0068,2024,5,2024-05-01,6,8,67.2,7.5,6.2,6.1,0,65.3,6.0,355.5,Low,UX Design,Dr. Smith
INT_0068,2024,6,2024-06-01,9,12,73.6,11.3,4.1,5.1,1,64.2,7.3,298.5,Low,UX Design,Dr. Smith
INT_0069,2024,1,2024-01-01,10,11,87.9,2.4,7.7,9.2,1,91.0,6.9,477.1,High,UX Design,Dr. Williams
INT_0069,2024,2,2024-02-01,5,5,86.0,2.4,8.1,6.7,4,77.5,5.6,421.3,High,UX Design,Dr. Williams
INT_0069,2024,3,2024-03-01,10,10,100.0,3.5,7.5,8.1,5,69.1,6.5,445.2,High,UX Design,Dr. Williams
INT_0069,2024,4,2024-04-01,11,15,70.5,2.5,9.8,7.7,3,71.5,6.8,493.9,High,UX Design,Dr. Williams
INT_0069,2024,5,2024-05-01,9,9,95.2,3.0,8.8,8.2,1,77.9,7.2,484.7,High,UX Design,Dr. Williams
INT_0069,2024,6,2024-06-01,6,6,94.4,4.1,9.8,8.8,2,71.3,8.8,539.5,High,UX Design,Dr. Williams
INT_0070,2024,1,2024-01-01,9,10,86.1,2.5,6.2,6.8,0,32.0,5.3,372.6,Medium,Business Analytics,Prof. Miller
INT_0070,2024,2,2024-02-01,7,9,76.9,6.0,6.7,7.0,2,41.5,2.6,355.7,Medium,Business Analytics,Prof. Miller
INT_0070,2024,3,2024-03-01,7,13,52.4,5.5,3.6,6.8,2,78.4,4.4,287.3,Medium,Business Analytics,Prof. Miller
INT_0070,2024,4,2024-04-01,8,14,55.2,3.0,7.6,6.8,1,71.7,4.4,388.8,Medium,Business Analytics,Prof. Miller
INT_0070,2024,5,2024-05-01,13,19,66.4,6.2,5.8,6.9,0,60.6,5.7,359.0,Medium,Business Analytics,Prof. Miller
INT_0070,2024,6,2024-06-01,11,16,65.2,5.4,5.6,5.4,1,45.2,5.2,321.0,Medium,Business Analytics,Prof. Miller
INT_0071,2024,1,2024-01-01,11,14,76.8,3.8,7.1,8.0,1,86.4,8.9,451.0,High,Software Engineering,Dr. Williams
INT_0071,2024,2,2024-02-01,11,11,92.4,2.7,9.4,8.2,5,97.6,8.4,513.9,High,Software Engineering,Dr. Williams
INT_0071,2024,3,2024-03-01,7,7,95.2,2.0,7.4,9.2,1,75.5,6.2,464.8,High,Software Engineering,Dr. Williams
INT_0071,2024,4,2024-04-01,13,14,92.4,2.4,8.1,7.8,3,65.0,10.0,489.2,High,Software Engineering,Dr. Williams
INT_0071,2024,5,2024-05-01,12,12,100.0,4.0,8.0,9.0,5,55.7,7.2,482.0,High,Software Engineering,Dr. Williams
INT_0071,2024,6,2024-06-01,7,7,89.0,2.3,6.8,8.2,1,91.0,7.6,440.0,High,Software Engineering,Dr. Williams
INT_0072,2024,1,2024-01-01,9,9,90.6,3.4,6.8,9.2,0,61.3,6.1,443.2,Medium,Business Analytics,Prof. Miller
INT_0072,2024,2,2024-02-01,7,9,71.1,7.3,7.3,6.0,1,48.6,7.9,401.1,Medium,Business Analytics,Prof. Miller
INT_0072,2024,3,2024-03-01,10,16,61.1,4.6,6.5,7.5,0,41.8,4.0,374.1,Medium,Business Analytics,Prof. Miller
INT_0072,2024,4,2024-04-01,10,16,61.8,6.9,6.6,7.2,1,26.0,3.3,360.4,Medium,Business Analytics,Prof. Miller
INT_0072,2024,5,2024-05-01,8,9,83.3,6.7,7.9,8.2,1,62.9,4.3,428.2,Medium,Business Analytics,Prof. Miller
INT_0072,2024,6,2024-06-01,7,12,54.4,6.1,6.0,4.8,1,59.5,4.9,311.7,Medium,Business Analytics,Prof. Miller
INT_0073,2024,1,2024-01-01,13,16,76.5,1.9,8.5,9.1,3,77.7,9.4,516.4,Exceptional,Marketing,Dr. Smith
INT_0073,2024,2,2024-02-01,11,11,100.0,1.6,9.5,10.0,2,75.2,5.7,531.3,Exceptional,Marketing,Dr. Smith
INT_0073,2024,3,2024-03-01,8,10,74.7,1.9,10.0,8.3,3,96.8,7.8,524.1,Exceptional,Marketing,Dr. Smith
INT_0073,2024,4,2024-04-01,11,13,83.1,1.9,10.0,10.0,2,76.1,6.4,545.2,Exceptional,Marketing,Dr. Smith
INT_0073,2024,5,2024-05-01,10,11,87.9,2.6,8.3,9.3,2,99.5,7.8,500.8,Exceptional,Marketing,Dr. Smith
INT_0073,2024,6,2024-06-01,6,6,89.2,1.6,7.1,9.3,5,53.1,7.8,477.3,Exceptional,Marketing,Dr. Smith
INT_0074,2024,1,2024-01-01,11,13,80.9,1.3,8.5,8.4,4,75.5,9.1,508.8,High,Business Analytics,Dr. Davis
INT_0074,2024,2,2024-02-01,12,12,100.0,4.4,8.9,7.7,4,68.9,8.2,487.1,High,Business Analytics,Dr. Davis
INT_0074,2024,3,2024-03-01,8,8,94.4,1.0,6.6,8.4,4,98.3,8.2,458.1,High,Business Analytics,Dr. Davis
INT_0074,2024,4,2024-04-01,12,15,78.7,1.5,8.2,7.4,4,100.0,9.5,479.7,High,Business Analytics,Dr. Davis
INT_0074,2024,5,2024-05-01,8,9,87.1,4.3,7.7,9.2,4,53.5,6.6,466.7,High,Business Analytics,Dr. Davis
INT_0074,2024,6,2024-06-01,8,8,89.1,1.5,9.1,7.3,5,71.7,8.2,491.0,High,Business Analytics,Dr. Davis
INT_0075,2024,1,2024-01-01,8,11,66.9,8.5,6.1,5.5,1,59.7,7.6,356.1,Low,Business Analytics,Dr. Smith
INT_0075,2024,2,2024-02-01,8,13,59.3,7.3,4.8,4.4,2,43.2,6.6,291.7,Low,Business Analytics,Dr. Smith
INT_0075,2024,3,2024-03-01,7,9,71.9,5.9,4.4,5.0,1,76.9,4.7,279.1,Low,Business Analytics,Dr. Smith
INT_0075,2024,4,2024-04-01,7,9,77.1,5.7,7.1,5.5,0,61.0,5.0,361.6,Low,Business Analytics,Dr. Smith
INT_0075,2024,5,2024-05-01,12,15,78.2,9.4,4.2,6.0,2,64.3,6.8,314.4,Low,Business Analytics,Dr. Smith
INT_0075,2024,6,2024-06-01,10,13,72.0,6.1,4.4,4.9,2,59.1,6.3,291.9,Low,Business Analytics,Dr. Smith
INT_0076,2024,1,2024-01-01,10,13,76.8,6.3,7.6,7.2,0,56.8,4.8,404.9,Medium,Business Analytics,Dr. Smith
INT_0076,2024,2,2024-02-01,4,6,65.3,4.5,5.7,6.7,2,80.7,4.9,347.8,Medium,Business Analytics,Dr. Smith
INT_0076,2024,3,2024-03-01,8,10,76.4,5.4,5.2,8.2,2,85.4,4.1,357.1,Medium,Business Analytics,Dr. Smith
INT_0076,2024,4,2024-04-01,8,10,77.2,4.2,6.8,6.8,1,57.3,5.5,385.1,Medium,Business Analytics,Dr. Smith
INT_0076,2024,5,2024-05-01,7,11,61.7,6.3,7.1,6.6,0,39.2,4.0,367.2,Medium,Business Analytics,Dr. Smith
INT_0076,2024,6,2024-06-01,9,11,75.3,4.0,6.6,5.0,2,74.1,6.4,353.2,Medium,Business Analytics,Dr. Smith
INT_0077,2024,1,2024-01-01,7,7,87.9,8.0,4.7,5.5,0,67.1,7.0,321.9,Low,UX Design,Dr. Smith
INT_0077,2024,2,2024-02-01,6,9,64.5,7.6,4.0,4.6,2,100.0,6.5,273.7,Low,UX Design,Dr. Smith
INT_0077,2024,3,2024-03-01,6,10,59.9,8.1,6.2,6.8,0,75.9,6.0,367.7,Low,UX Design,Dr. Smith
INT_0077,2024,4,2024-04-01,8,9,82.4,9.7,3.5,5.7,1,56.6,7.7,301.7,Low,UX Design,Dr. Smith
INT_0077,2024,5,2024-05-01,8,12,63.2,10.4,5.1,6.1,2,90.6,7.7,343.6,Low,UX Design,Dr. Smith
INT_0077,2024,6,2024-06-01,9,10,87.6,6.9,3.9,6.7,1,24.3,4.5,301.5,Low,UX Design,Dr. Smith
INT_0078,2024,1,2024-01-01,5,7,70.8,7.0,4.7,7.7,1,87.5,5.2,342.9,Medium,Software Engineering,Dr. Davis
INT_0078,2024,2,2024-02-01,9,12,74.6,5.6,7.3,6.7,0,52.4,7.2,409.6,Medium,Software Engineering,Dr. Davis
INT_0078,2024,3,2024-03-01,9,13,68.1,7.1,6.2,6.8,1,73.2,5.8,369.0,Medium,Software Engineering,Dr. Davis
INT_0078,2024,4,2024-04-01,5,7,71.2,3.2,6.4,5.4,0,72.4,7.8,371.0,Medium,Software Engineering,Dr. Davis
INT_0078,2024,5,2024-05-01,7,11,60.9,2.8,7.4,6.6,0,63.8,3.7,375.7,Medium,Software Engineering,Dr. Davis
INT_0078,2024,6,2024-06-01,8,9,82.4,5.5,8.0,7.7,0,49.5,7.9,459.2,Medium,Software Engineering,Dr. Davis
INT_0079,2024,1,2024-01-01,7,8,78.4,6.5,7.0,6.7,2,77.9,5.0,380.4,Medium,Data Science,Prof. Brown
INT_0079,2024,2,2024-02-01,5,9,53.9,8.1,6.0,6.9,1,37.7,7.4,376.5,Medium,Data Science,Prof. Brown
INT_0079,2024,3,2024-03-01,4,6,63.9,4.2,5.3,7.6,0,60.0,5.7,362.1,Medium,Data Science,Prof. Brown
INT_0079,2024,4,2024-04-01,13,20,62.8,5.4,8.0,8.2,2,21.0,6.0,444.4,Medium,Data Science,Prof. Brown
INT_0079,2024,5,2024-05-01,5,6,80.0,5.6,7.1,8.4,2,47.9,5.8,425.4,Medium,Data Science,Prof. Brown
INT_0079,2024,6,2024-06-01,7,11,63.4,2.7,6.3,7.1,1,85.4,7.4,397.0,Medium,Data Science,Prof. Brown
INT_0080,2024,1,2024-01-01,4,8,50.0,8.4,6.3,5.8,0,72.5,8.4,372.0,Low,Business Analytics,Dr. Williams
INT_0080,2024,2,2024-02-01,6,11,52.8,8.4,5.0,4.3,1,58.9,5.1,277.6,Low,Business Analytics,Dr. Williams
INT_0080,2024,3,2024-03-01,7,9,71.7,8.6,5.3,4.6,2,26.5,5.1,295.7,Low,Business Analytics,Dr. Williams
INT_0080,2024,4,2024-04-01,5,6,75.0,4.6,4.7,3.5,0,33.3,4.7,257.4,Low,Business Analytics,Dr. Williams
INT_0080,2024,5,2024-05-01,4,5,78.8,6.8,4.2,5.7,0,30.2,4.8,290.8,Low,Business Analytics,Dr. Williams
INT_0080,2024,6,2024-06-01,5,6,72.1,6.6,5.3,6.4,0,91.8,2.2,302.7,Low,Business Analytics,Dr. Williams
INT_0081,2024,1,2024-01-01,9,9,92.9,4.0,7.3,8.3,4,65.8,7.6,452.1,High,Marketing,Prof. Johnson
INT_0081,2024,2,2024-02-01,10,13,76.3,4.5,8.6,9.3,3,80.5,8.8,512.6,High,Marketing,Prof. Johnson
INT_0081,2024,3,2024-03-01,14,19,73.1,4.2,9.1,9.2,5,94.4,8.3,516.3,High,Marketing,Prof. Johnson
INT_0081,2024,4,2024-04-01,11,16,67.6,4.0,6.6,9.3,2,69.7,6.8,439.9,High,Marketing,Prof. Johnson
INT_0081,2024,5,2024-05-01,9,11,77.0,3.8,6.7,8.6,1,77.0,6.2,424.3,High,Marketing,Prof. Johnson
INT_0081,2024,6,2024-06-01,11,12,89.9,1.0,8.4,9.9,1,29.8,8.7,537.4,High,Marketing,Prof. Johnson
INT_0082,2024,1,2024-01-01,9,9,100.0,2.4,6.1,6.8,1,57.3,8.8,408.5,High,Marketing,Prof. Brown
INT_0082,2024,2,2024-02-01,8,11,70.3,4.0,8.0,8.7,1,90.7,7.5,471.5,High,Marketing,Prof. Brown
INT_0082,2024,3,2024-03-01,9,9,100.0,1.5,9.8,8.2,4,69.3,8.2,528.8,High,Marketing,Prof. Brown
INT_0082,2024,4,2024-04-01,8,9,83.6,2.8,7.5,8.4,2,56.1,8.4,466.6,High,Marketing,Prof. Brown
INT_0082,2024,5,2024-05-01,10,12,78.0,3.0,9.4,8.7,1,83.9,7.2,507.8,High,Marketing,Prof. Brown
INT_0082,2024,6,2024-06-01,9,9,90.3,4.0,6.9,10.0,3,99.1,7.1,469.5,High,Marketing,Prof. Brown
INT_0083,2024,1,2024-01-01,10,10,96.8,1.4,7.9,7.9,4,88.0,8.8,482.0,High,Data Science,Dr. Smith
INT_0083,2024,2,2024-02-01,13,16,76.6,2.6,7.2,8.6,3,66.9,8.2,461.6,High,Data Science,Dr. Smith
INT_0083,2024,3,2024-03-01,12,12,93.7,3.7,6.0,9.2,4,73.1,7.6,438.9,High,Data Science,Dr. Smith
INT_0083,2024,4,2024-04-01,9,9,97.9,1.8,7.9,8.8,2,57.4,9.0,500.0,High,Data Science,Dr. Smith
INT_0083,2024,5,2024-05-01,8,8,100.0,2.2,8.3,9.2,2,73.8,7.8,503.0,High,Data Science,Dr. Smith
INT_0083,2024,6,2024-06-01,14,18,74.1,4.3,8.1,8.0,1,55.2,8.1,466.3,High,Data Science,Dr. Smith
INT_0084,2024,1,2024-01-01,9,17,51.4,3.9,6.3,6.1,2,25.0,5.5,352.8,Medium,Data Science,Dr. Smith
INT_0084,2024,2,2024-02-01,5,9,54.1,7.0,5.4,7.6,2,40.0,8.0,382.2,Medium,Data Science,Dr. Smith
INT_0084,2024,3,2024-03-01,6,10,54.5,6.2,4.9,8.0,1,41.9,4.3,341.2,Medium,Data Science,Dr. Smith
INT_0084,2024,4,2024-04-01,10,17,58.6,4.5,7.7,7.3,1,66.8,4.2,400.2,Medium,Data Science,Dr. Smith
INT_0084,2024,5,2024-05-01,4,4,83.4,4.6,7.8,6.0,1,81.7,5.3,392.9,Medium,Data Science,Dr. Smith
INT_0084,2024,6,2024-06-01,12,13,88.1,6.1,5.5,7.7,2,55.2,2.8,345.8,Medium,Data Science,Dr. Smith
INT_0085,2024,1,2024-01-01,10,13,73.3,7.6,4.4,6.2,0,85.2,5.2,306.4,Low,Marketing,Prof. Johnson
INT_0085,2024,2,2024-02-01,7,11,59.0,8.3,4.6,6.0,0,59.6,3.2,282.7,Low,Marketing,Prof. Johnson
INT_0085,2024,3,2024-03-01,9,14,62.7,7.9,4.3,5.7,2,49.0,4.9,288.5,Low,Marketing,Prof. Johnson
INT_0085,2024,4,2024-04-01,8,14,55.8,8.3,5.5,6.3,2,32.0,8.0,360.4,Low,Marketing,Prof. Johnson
INT_0085,2024,5,2024-05-01,6,8,71.7,7.6,5.5,4.8,0,61.8,6.3,317.0,Low,Marketing,Prof. Johnson
INT_0085,2024,6,2024-06-01,6,8,68.5,7.8,5.5,5.8,1,100.0,5.3,326.8,Low,Marketing,Prof. Johnson
INT_0086,2024,1,2024-01-01,9,11,80.3,3.4,7.9,7.9,4,91.6,8.1,462.6,High,Data Science,Prof. Johnson
INT_0086,2024,2,2024-02-01,9,9,100.0,2.6,6.8,8.4,5,64.3,6.7,436.0,High,Data Science,Prof. Johnson
INT_0086,2024,3,2024-03-01,6,8,72.9,2.2,8.3,8.7,5,64.8,5.8,467.3,High,Data Science,Prof. Johnson
INT_0086,2024,4,2024-04-01,8,8,100.0,3.8,9.8,8.1,1,81.1,7.0,508.1,High,Data Science,Prof. Johnson
INT_0086,2024,5,2024-05-01,8,9,88.0,2.8,6.9,9.1,5,66.5,6.5,448.3,High,Data Science,Prof. Johnson
INT_0086,2024,6,2024-06-01,7,8,83.0,2.7,7.4,8.1,5,92.8,7.7,451.5,High,Data Science,Prof. Johnson
INT_0087,2024,1,2024-01-01,8,12,62.5,3.0,7.0,6.7,2,71.5,5.0,380.6,Medium,UX Design,Dr. Davis
INT_0087,2024,2,2024-02-01,7,9,72.9,4.0,7.4,6.5,1,93.7,4.5,383.7,Medium,UX Design,Dr. Davis
INT_0087,2024,3,2024-03-01,9,15,59.9,4.8,6.4,8.0,1,64.2,8.6,425.7,Medium,UX Design,Dr. Davis
INT_0087,2024,4,2024-04-01,7,11,62.1,4.7,6.5,5.5,0,57.1,4.0,330.8,Medium,UX Design,Dr. Davis
INT_0087,2024,5,2024-05-01,7,10,65.5,8.7,6.8,6.6,1,27.0,9.0,408.5,Medium,UX Design,Dr. Davis
INT_0087,2024,6,2024-06-01,9,10,82.0,5.8,5.5,6.9,0,27.0,6.6,364.8,Medium,UX Design,Dr. Davis
INT_0088,2024,1,2024-01-01,9,11,80.3,4.3,6.1,6.4,1,36.0,5.0,356.3,Medium,Business Analytics,Dr. Smith
INT_0088,2024,2,2024-02-01,8,9,82.9,5.9,4.8,7.2,0,75.7,5.6,345.4,Medium,Business Analytics,Dr. Smith
INT_0088,2024,3,2024-03-01,6,8,73.2,6.4,9.3,7.8,1,36.6,4.8,457.8,Medium,Business Analytics,Dr. Smith
INT_0088,2024,4,2024-04-01,8,11,70.8,5.6,7.4,8.0,1,65.7,4.4,411.1,Medium,Business Analytics,Dr. Smith
INT_0088,2024,5,2024-05-01,5,6,77.8,4.1,7.1,7.3,2,69.6,6.1,409.6,Medium,Business Analytics,Dr. Smith
INT_0088,2024,6,2024-06-01,4,4,80.7,2.5,7.1,7.0,1,100.0,7.5,421.0,Medium,Business Analytics,Dr. Smith
INT_0089,2024,1,2024-01-01,9,10,83.8,2.0,9.9,9.1,4,78.0,8.1,542.0,Exceptional,Marketing,Prof. Miller
INT_0089,2024,2,2024-02-01,11,16,67.2,1.9,8.8,9.8,3,60.2,8.0,524.8,Exceptional,Marketing,Prof. Miller
INT_0089,2024,3,2024-03-01,10,12,77.3,1.8,10.0,10.0,3,52.9,5.6,536.9,Exceptional,Marketing,Prof. Miller
INT_0089,2024,4,2024-04-01,8,8,92.6,1.4,8.2,9.4,4,66.7,8.9,518.5,Exceptional,Marketing,Prof. Miller
INT_0089,2024,5,2024-05-01,12,12,99.1,2.4,7.7,10.0,2,85.9,7.9,503.7,Exceptional,Marketing,Prof. Miller
INT_0089,2024,6,2024-06-01,10,13,75.1,1.7,7.2,10.0,2,55.5,8.5,495.0,Exceptional,Marketing,Prof. Miller
INT_0090,2024,1,2024-01-01,7,7,88.1,1.8,8.4,9.5,3,60.6,6.9,502.7,Exceptional,Software Engineering,Dr. Williams
INT_0090,2024,2,2024-02-01,10,11,86.3,1.5,7.9,9.0,2,100.0,7.6,486.9,Exceptional,Software Engineering,Dr. Williams
INT_0090,2024,3,2024-03-01,12,12,100.0,1.6,8.9,9.1,2,68.7,9.2,535.5,Exceptional,Software Engineering,Dr. Williams
INT_0090,2024,4,2024-04-01,7,8,80.7,2.4,10.0,9.2,4,71.3,7.8,541.6,Exceptional,Software Engineering,Dr. Williams
INT_0090,2024,5,2024-05-01,10,11,90.1,2.6,8.5,8.2,1,77.4,7.5,483.4,Exceptional,Software Engineering,Dr. Williams
INT_0090,2024,6,2024-06-01,10,15,64.2,1.8,7.3,10.0,3,63.5,9.7,505.4,Exceptional,Software Engineering,Dr. Williams
INT_0091,2024,1,2024-01-01,9,10,84.8,2.8,6.1,9.9,1,70.9,8.2,460.8,High,Business Analytics,Prof. Johnson
INT_0091,2024,2,2024-02-01,11,13,84.0,1.7,7.3,5.9,5,67.6,8.0,413.9,High,Business Analytics,Prof. Johnson
INT_0091,2024,3,2024-03-01,9,12,71.5,4.0,7.3,7.6,2,78.2,7.2,431.0,High,Business Analytics,Prof. Johnson
INT_0091,2024,4,2024-04-01,9,9,90.9,1.8,7.7,9.5,1,57.1,9.5,509.8,High,Business Analytics,Prof. Johnson
INT_0091,2024,5,2024-05-01,10,10,100.0,3.0,6.2,9.0,4,100.0,8.7,455.4,High,Business Analytics,Prof. Johnson
INT_0091,2024,6,2024-06-01,8,8,97.1,5.3,8.7,9.7,4,85.8,7.5,513.0,High,Business Analytics,Prof. Johnson
INT_0092,2024,1,2024-01-01,8,9,87.5,1.9,6.1,8.7,5,75.3,7.4,433.2,High,Software Engineering,Prof. Miller
INT_0092,2024,2,2024-02-01,10,11,83.6,3.5,7.9,9.5,3,70.2,7.0,483.5,High,Software Engineering,Prof. Miller
INT_0092,2024,3,2024-03-01,9,13,68.4,3.8,7.7,9.3,2,79.2,7.1,471.7,High,Software Engineering,Prof. Miller
INT_0092,2024,4,2024-04-01,10,11,83.6,2.1,7.9,8.7,3,81.0,8.2,484.6,High,Software Engineering,Prof. Miller
INT_0092,2024,5,2024-05-01,10,13,73.9,1.4,7.5,9.0,4,75.0,7.0,468.4,High,Software Engineering,Prof. Miller
INT_0092,2024,6,2024-06-01,9,11,76.0,3.6,9.6,8.8,1,93.9,9.7,538.2,High,Software Engineering,Prof. Miller
INT_0093,2024,1,2024-01-01,13,15,84.9,2.5,9.4,9.5,2,88.8,7.4,527.6,High,Marketing,Dr. Davis
INT_0093,2024,2,2024-02-01,6,6,92.3,2.4,7.3,9.3,1,92.4,9.0,489.3,High,Marketing,Dr. Davis
INT_0093,2024,3,2024-03-01,6,7,78.1,2.3,5.5,9.0,3,71.3,7.9,422.9,High,Marketing,Dr. Davis
INT_0093,2024,4,2024-04-01,8,9,80.7,3.6,8.9,8.1,2,71.5,7.4,485.0,High,Marketing,Dr. Davis
INT_0093,2024,5,2024-05-01,11,11,100.0,4.2,7.6,8.6,5,62.0,7.8,468.5,High,Marketing,Dr. Davis
INT_0093,2024,6,2024-06-01,8,10,77.7,2.3,6.4,8.8,1,88.4,8.8,451.2,High,Marketing,Dr. Davis
INT_0094,2024,1,2024-01-01,10,17,56.4,5.1,6.1,7.8,1,35.6,6.6,392.8,Medium,Data Science,Dr. Smith
INT_0094,2024,2,2024-02-01,8,10,76.2,4.5,5.2,7.7,2,66.2,8.0,388.6,Medium,Data Science,Dr. Smith
INT_0094,2024,3,2024-03-01,5,6,72.6,6.4,5.0,9.0,1,83.8,6.0,387.2,Medium,Data Science,Dr. Smith
INT_0094,2024,4,2024-04-01,6,8,73.8,5.6,7.5,6.3,2,53.8,9.0,423.9,Medium,Data Science,Dr. Smith
INT_0094,2024,5,2024-05-01,5,6,82.8,6.5,7.9,6.9,0,50.1,6.1,419.8,Medium,Data Science,Dr. Smith
INT_0094,2024,6,2024-06-01,11,18,60.9,4.2,5.8,7.1,0,87.4,8.7,392.4,Medium,Data Science,Dr. Smith
INT_0095,2024,1,2024-01-01,11,11,97.2,1.4,9.2,9.9,2,79.1,6.8,535.0,Exceptional,Marketing,Dr. Smith
INT_0095,2024,2,2024-02-01,8,8,98.4,1.9,7.8,10.0,4,85.4,7.4,504.0,Exceptional,Marketing,Dr. Smith
INT_0095,2024,3,2024-03-01,12,12,99.4,1.8,8.5,9.4,4,75.6,9.4,530.1,Exceptional,Marketing,Dr. Smith
INT_0095,2024,4,2024-04-01,10,12,80.0,2.4,9.6,10.0,3,73.8,7.5,543.0,Exceptional,Marketing,Dr. Smith
INT_0095,2024,5,2024-05-01,11,12,89.2,1.9,9.1,9.8,1,85.0,6.5,520.9,Exceptional,Marketing,Dr. Smith
INT_0095,2024,6,2024-06-01,10,12,79.3,2.1,8.3,9.4,1,70.0,6.7,491.4,Exceptional,Marketing,Dr. Smith
INT_0096,2024,1,2024-01-01,10,14,69.0,7.6,5.4,5.3,0,76.2,9.0,349.9,Low,Software Engineering,Prof. Miller
INT_0096,2024,2,2024-02-01,8,11,72.3,5.9,6.3,5.1,0,80.3,6.2,343.0,Low,Software Engineering,Prof. Miller
INT_0096,2024,3,2024-03-01,7,9,70.3,11.8,6.6,6.0,2,89.0,5.7,360.7,Low,Software Engineering,Prof. Miller
INT_0096,2024,4,2024-04-01,4,4,80.1,6.1,4.8,6.0,2,89.2,4.4,305.8,Low,Software Engineering,Prof. Miller
INT_0096,2024,5,2024-05-01,9,15,59.3,10.1,6.1,5.7,1,43.9,5.9,342.5,Low,Software Engineering,Prof. Miller
INT_0096,2024,6,2024-06-01,9,11,75.0,6.6,5.2,5.1,2,39.4,5.5,307.7,Low,Software Engineering,Prof. Miller
INT_0097,2024,1,2024-01-01,4,5,73.9,4.9,6.3,6.6,2,61.7,6.8,380.0,Medium,UX Design,Dr. Davis
INT_0097,2024,2,2024-02-01,8,12,61.7,4.7,6.0,7.3,2,71.0,7.3,391.0,Medium,UX Design,Dr. Davis
INT_0097,2024,3,2024-03-01,5,7,66.4,6.1,7.1,7.9,2,30.2,6.3,418.7,Medium,UX Design,Dr. Davis
INT_0097,2024,4,2024-04-01,8,14,54.9,3.1,7.1,6.8,2,58.5,5.1,384.6,Medium,UX Design,Dr. Davis
INT_0097,2024,5,2024-05-01,9,13,64.5,5.5,6.7,8.4,0,96.3,5.1,406.4,Medium,UX Design,Dr. Davis
INT_0097,2024,6,2024-06-01,9,16,53.4,6.2,7.0,8.3,0,53.8,4.5,402.9,Medium,UX Design,Dr. Davis
INT_0098,2024,1,2024-01-01,8,9,86.3,2.3,10.0,8.7,1,60.7,7.7,530.1,Exceptional,Data Science,Dr. Smith
INT_0098,2024,2,2024-02-01,11,12,89.5,2.0,8.6,9.8,3,73.2,9.8,541.5,Exceptional,Data Science,Dr. Smith
INT_0098,2024,3,2024-03-01,7,8,78.5,2.4,10.0,8.4,1,58.6,8.3,528.4,Exceptional,Data Science,Dr. Smith
INT_0098,2024,4,2024-04-01,9,11,79.5,1.7,7.4,8.8,2,60.9,7.5,467.1,Exceptional,Data Science,Dr. Smith
INT_0098,2024,5,2024-05-01,9,9,100.0,2.6,9.7,10.0,4,89.8,7.0,545.5,Exceptional,Data Science,Dr. Smith
INT_0098,2024,6,2024-06-01,9,12,71.0,1.5,9.9,9.7,4,99.5,7.7,549.2,Exceptional,Data Science,Dr. Smith
INT_0099,2024,1,2024-01-01,10,13,73.1,1.6,10.0,8.8,3,89.0,7.5,531.2,Exceptional,Software Engineering,Dr. Davis
INT_0099,2024,2,2024-02-01,12,13,87.5,2.7,8.8,10.0,1,48.6,7.5,524.8,Exceptional,Software Engineering,Dr. Davis
INT_0099,2024,3,2024-03-01,13,16,78.2,1.6,8.4,9.9,2,63.6,7.8,519.1,Exceptional,Software Engineering,Dr. Davis
INT_0099,2024,4,2024-04-01,8,12,64.8,1.3,8.6,10.0,4,80.2,8.1,526.6,Exceptional,Software Engineering,Dr. Davis
INT_0099,2024,5,2024-05-01,11,13,80.2,1.1,10.0,8.8,1,58.4,8.0,543.1,Exceptional,Software Engineering,Dr. Davis
INT_0099,2024,6,2024-06-01,8,9,81.8,1.8,8.3,9.5,4,66.6,8.1,509.7,Exceptional,Software Engineering,Dr. Davis
INT_0100,2024,1,2024-01-01,8,10,76.4,1.0,9.1,8.5,5,72.5,7.5,512.5,Exceptional,Business Analytics,Dr. Davis
INT_0100,2024,2,2024-02-01,11,11,94.6,1.2,9.3,9.0,1,53.9,7.6,528.1,Exceptional,Business Analytics,Dr. Davis
INT_0100,2024,3,2024-03-01,9,10,86.6,2.2,7.6,9.6,2,68.2,8.5,497.5,Exceptional,Business Analytics,Dr. Davis
INT_0100,2024,4,2024-04-01,6,7,77.8,2.3,8.4,9.2,2,49.2,7.2,494.9,Exceptional,Business Analytics,Dr. Davis
