feedback_id,intern_id,year,month,feedback_category,score,mentor,comments
INT_0053_M6_Tea,INT_0053,2024,6,Teamwork,9.4,Prof. Johnson,"Excellent teamwork, demonstrates advanced skills"
INT_0053_M6_Ini,INT_0053,2024,6,Initiative,9.8,Prof. Johnson,"Outstanding performance in initiative, great initiative"
INT_0054_M1_Tec,INT_0054,2024,1,Technical Skills,6.5,Dr. Smith,"Adequate technical skills, has room for improvement"
INT_0054_M1_Com,INT_0054,2024,1,Communication,7.3,Dr. Smith,"Solid communication skills, continues to improve"
INT_0054_M1_Pro,INT_0054,2024,1,Problem Solving,7.7,Dr. Smith,"Strong problem solving, meets all expectations"
INT_0054_M1_Tea,INT_0054,2024,1,Teamwork,7.6,Dr. Smith,"Good performance in teamwork, reliable and consistent"
INT_0054_M1_Ini,INT_0054,2024,1,Initiative,6.8,Dr. Smith,"Average performance in initiative, working on improvements"
INT_0054_M2_Tec,INT_0054,2024,2,Technical Skills,6.8,Dr. Smith,"Adequate technical skills, has room for improvement"
INT_0054_M2_Com,INT_0054,2024,2,Communication,6.8,Dr. Smith,"Average performance in communication, working on improvements"
INT_0054_M2_Pro,INT_0054,2024,2,Problem Solving,7.6,Dr. Smith,"Good performance in problem solving, reliable and consistent"
INT_0054_M2_Tea,INT_0054,2024,2,Teamwork,7.6,Dr. Smith,"Solid teamwork skills, continues to improve"
INT_0054_M2_Ini,INT_0054,2024,2,Initiative,7.7,Dr. Smith,"Strong initiative, meets all expectations"
INT_0054_M3_Tec,INT_0054,2024,3,Technical Skills,7.8,Dr. Smith,"Solid technical skills skills, continues to improve"
INT_0054_M3_Com,INT_0054,2024,3,Communication,7.3,Dr. Smith,"Strong communication, meets all expectations"
INT_0054_M3_Pro,INT_0054,2024,3,Problem Solving,7.7,Dr. Smith,"Solid problem solving skills, continues to improve"
INT_0054_M3_Tea,INT_0054,2024,3,Teamwork,7.4,Dr. Smith,"Strong teamwork, meets all expectations"
INT_0054_M3_Ini,INT_0054,2024,3,Initiative,7.4,Dr. Smith,"Good performance in initiative, reliable and consistent"
INT_0054_M4_Tec,INT_0054,2024,4,Technical Skills,6.2,Dr. Smith,"Developing technical skills skills, needs more practice"
INT_0054_M4_Com,INT_0054,2024,4,Communication,6.8,Dr. Smith,"Average performance in communication, working on improvements"
INT_0054_M4_Pro,INT_0054,2024,4,Problem Solving,7.1,Dr. Smith,"Solid problem solving skills, continues to improve"
INT_0054_M4_Tea,INT_0054,2024,4,Teamwork,7.1,Dr. Smith,"Strong teamwork, meets all expectations"
INT_0054_M4_Ini,INT_0054,2024,4,Initiative,7.0,Dr. Smith,"Strong initiative, meets all expectations"
INT_0054_M5_Tec,INT_0054,2024,5,Technical Skills,5.8,Dr. Smith,"Developing technical skills skills, needs more practice"
INT_0054_M5_Com,INT_0054,2024,5,Communication,6.1,Dr. Smith,"Average performance in communication, working on improvements"
INT_0054_M5_Pro,INT_0054,2024,5,Problem Solving,5.9,Dr. Smith,"Average performance in problem solving, working on improvements"
INT_0054_M5_Tea,INT_0054,2024,5,Teamwork,7.1,Dr. Smith,"Strong teamwork, meets all expectations"
INT_0054_M5_Ini,INT_0054,2024,5,Initiative,5.2,Dr. Smith,"Developing initiative skills, needs more practice"
INT_0054_M6_Tec,INT_0054,2024,6,Technical Skills,7.4,Dr. Smith,"Solid technical skills skills, continues to improve"
INT_0054_M6_Com,INT_0054,2024,6,Communication,8.0,Dr. Smith,"Good performance in communication, reliable and consistent"
INT_0054_M6_Pro,INT_0054,2024,6,Problem Solving,6.8,Dr. Smith,"Developing problem solving skills, needs more practice"
INT_0054_M6_Tea,INT_0054,2024,6,Teamwork,8.0,Dr. Smith,"Solid teamwork skills, continues to improve"
INT_0054_M6_Ini,INT_0054,2024,6,Initiative,8.4,Dr. Smith,"Solid initiative skills, continues to improve"
INT_0055_M1_Tec,INT_0055,2024,1,Technical Skills,8.5,Prof. Johnson,"Strong technical skills, meets all expectations"
INT_0055_M1_Com,INT_0055,2024,1,Communication,8.1,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0055_M1_Pro,INT_0055,2024,1,Problem Solving,8.6,Prof. Johnson,"Strong problem solving, meets all expectations"
INT_0055_M1_Tea,INT_0055,2024,1,Teamwork,8.6,Prof. Johnson,"Solid teamwork skills, continues to improve"
INT_0055_M1_Ini,INT_0055,2024,1,Initiative,8.9,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0055_M2_Tec,INT_0055,2024,2,Technical Skills,5.9,Prof. Johnson,"Developing technical skills skills, needs more practice"
INT_0055_M2_Com,INT_0055,2024,2,Communication,6.0,Prof. Johnson,"Adequate communication, has room for improvement"
INT_0055_M2_Pro,INT_0055,2024,2,Problem Solving,5.6,Prof. Johnson,"Developing problem solving skills, needs more practice"
INT_0055_M2_Tea,INT_0055,2024,2,Teamwork,5.2,Prof. Johnson,"Developing teamwork skills, needs more practice"
INT_0055_M2_Ini,INT_0055,2024,2,Initiative,5.6,Prof. Johnson,"Average performance in initiative, working on improvements"
INT_0055_M3_Tec,INT_0055,2024,3,Technical Skills,7.1,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0055_M3_Com,INT_0055,2024,3,Communication,6.8,Prof. Johnson,"Average performance in communication, working on improvements"
INT_0055_M3_Pro,INT_0055,2024,3,Problem Solving,7.4,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0055_M3_Tea,INT_0055,2024,3,Teamwork,6.4,Prof. Johnson,"Adequate teamwork, has room for improvement"
INT_0055_M3_Ini,INT_0055,2024,3,Initiative,7.1,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0055_M4_Tec,INT_0055,2024,4,Technical Skills,8.9,Prof. Johnson,"Strong technical skills, meets all expectations"
INT_0055_M4_Com,INT_0055,2024,4,Communication,8.0,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0055_M4_Pro,INT_0055,2024,4,Problem Solving,7.4,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0055_M4_Tea,INT_0055,2024,4,Teamwork,8.1,Prof. Johnson,"Strong teamwork, meets all expectations"
INT_0055_M4_Ini,INT_0055,2024,4,Initiative,7.7,Prof. Johnson,"Good performance in initiative, reliable and consistent"
INT_0055_M5_Tec,INT_0055,2024,5,Technical Skills,7.4,Prof. Johnson,"Solid technical skills skills, continues to improve"
INT_0055_M5_Com,INT_0055,2024,5,Communication,7.7,Prof. Johnson,"Good performance in communication, reliable and consistent"
INT_0055_M5_Pro,INT_0055,2024,5,Problem Solving,7.8,Prof. Johnson,"Good performance in problem solving, reliable and consistent"
INT_0055_M5_Tea,INT_0055,2024,5,Teamwork,7.8,Prof. Johnson,"Good performance in teamwork, reliable and consistent"
INT_0055_M5_Ini,INT_0055,2024,5,Initiative,9.1,Prof. Johnson,"Outstanding performance in initiative, great initiative"
INT_0055_M6_Tec,INT_0055,2024,6,Technical Skills,6.1,Prof. Johnson,"Developing technical skills skills, needs more practice"
INT_0055_M6_Com,INT_0055,2024,6,Communication,7.0,Prof. Johnson,"Average performance in communication, working on improvements"
INT_0055_M6_Pro,INT_0055,2024,6,Problem Solving,7.5,Prof. Johnson,"Good performance in problem solving, reliable and consistent"
INT_0055_M6_Tea,INT_0055,2024,6,Teamwork,7.1,Prof. Johnson,"Strong teamwork, meets all expectations"
INT_0055_M6_Ini,INT_0055,2024,6,Initiative,7.2,Prof. Johnson,"Solid initiative skills, continues to improve"
INT_0056_M1_Tec,INT_0056,2024,1,Technical Skills,8.2,Dr. Davis,"Good performance in technical skills, reliable and consistent"
INT_0056_M1_Com,INT_0056,2024,1,Communication,8.7,Dr. Davis,"Good performance in communication, reliable and consistent"
INT_0056_M1_Pro,INT_0056,2024,1,Problem Solving,8.4,Dr. Davis,"Solid problem solving skills, continues to improve"
INT_0056_M1_Tea,INT_0056,2024,1,Teamwork,9.0,Dr. Davis,"Good performance in teamwork, reliable and consistent"
INT_0056_M1_Ini,INT_0056,2024,1,Initiative,7.8,Dr. Davis,"Strong initiative, meets all expectations"
INT_0056_M2_Tec,INT_0056,2024,2,Technical Skills,9.1,Dr. Davis,"Excellent technical skills, demonstrates advanced skills"
INT_0056_M2_Com,INT_0056,2024,2,Communication,9.8,Dr. Davis,"Outstanding performance in communication, great initiative"
INT_0056_M2_Pro,INT_0056,2024,2,Problem Solving,9.4,Dr. Davis,"Outstanding performance in problem solving, great initiative"
INT_0056_M2_Tea,INT_0056,2024,2,Teamwork,8.7,Dr. Davis,"Solid teamwork skills, continues to improve"
INT_0056_M2_Ini,INT_0056,2024,2,Initiative,8.8,Dr. Davis,"Solid initiative skills, continues to improve"
INT_0056_M3_Tec,INT_0056,2024,3,Technical Skills,9.9,Dr. Davis,"Exceptional technical skills, consistently exceeds expectations"
INT_0056_M3_Com,INT_0056,2024,3,Communication,9.8,Dr. Davis,"Excellent communication, demonstrates advanced skills"
INT_0056_M3_Pro,INT_0056,2024,3,Problem Solving,9.5,Dr. Davis,"Exceptional problem solving, consistently exceeds expectations"
INT_0056_M3_Tea,INT_0056,2024,3,Teamwork,9.1,Dr. Davis,"Excellent teamwork, demonstrates advanced skills"
INT_0056_M3_Ini,INT_0056,2024,3,Initiative,9.5,Dr. Davis,"Exceptional initiative, consistently exceeds expectations"
INT_0056_M4_Tec,INT_0056,2024,4,Technical Skills,8.9,Dr. Davis,"Good performance in technical skills, reliable and consistent"
INT_0056_M4_Com,INT_0056,2024,4,Communication,8.8,Dr. Davis,"Good performance in communication, reliable and consistent"
INT_0056_M4_Pro,INT_0056,2024,4,Problem Solving,8.3,Dr. Davis,"Good performance in problem solving, reliable and consistent"
INT_0056_M4_Tea,INT_0056,2024,4,Teamwork,8.7,Dr. Davis,"Good performance in teamwork, reliable and consistent"
INT_0056_M4_Ini,INT_0056,2024,4,Initiative,8.9,Dr. Davis,"Strong initiative, meets all expectations"
INT_0056_M5_Tec,INT_0056,2024,5,Technical Skills,8.1,Dr. Davis,"Good performance in technical skills, reliable and consistent"
INT_0056_M5_Com,INT_0056,2024,5,Communication,7.6,Dr. Davis,"Solid communication skills, continues to improve"
INT_0056_M5_Pro,INT_0056,2024,5,Problem Solving,7.8,Dr. Davis,"Solid problem solving skills, continues to improve"
INT_0056_M5_Tea,INT_0056,2024,5,Teamwork,8.1,Dr. Davis,"Good performance in teamwork, reliable and consistent"
INT_0056_M5_Ini,INT_0056,2024,5,Initiative,7.8,Dr. Davis,"Strong initiative, meets all expectations"
INT_0056_M6_Tec,INT_0056,2024,6,Technical Skills,8.7,Dr. Davis,"Strong technical skills, meets all expectations"
INT_0056_M6_Com,INT_0056,2024,6,Communication,7.9,Dr. Davis,"Solid communication skills, continues to improve"
INT_0056_M6_Pro,INT_0056,2024,6,Problem Solving,7.8,Dr. Davis,"Solid problem solving skills, continues to improve"
INT_0056_M6_Tea,INT_0056,2024,6,Teamwork,8.3,Dr. Davis,"Solid teamwork skills, continues to improve"
INT_0056_M6_Ini,INT_0056,2024,6,Initiative,7.1,Dr. Davis,"Strong initiative, meets all expectations"
INT_0057_M1_Tec,INT_0057,2024,1,Technical Skills,7.6,Prof. Brown,"Good performance in technical skills, reliable and consistent"
INT_0057_M1_Com,INT_0057,2024,1,Communication,7.6,Prof. Brown,"Good performance in communication, reliable and consistent"
INT_0057_M1_Pro,INT_0057,2024,1,Problem Solving,7.9,Prof. Brown,"Strong problem solving, meets all expectations"
INT_0057_M1_Tea,INT_0057,2024,1,Teamwork,8.7,Prof. Brown,"Solid teamwork skills, continues to improve"
INT_0057_M1_Ini,INT_0057,2024,1,Initiative,8.1,Prof. Brown,"Solid initiative skills, continues to improve"
INT_0057_M2_Tec,INT_0057,2024,2,Technical Skills,8.4,Prof. Brown,"Solid technical skills skills, continues to improve"
INT_0057_M2_Com,INT_0057,2024,2,Communication,7.8,Prof. Brown,"Good performance in communication, reliable and consistent"
INT_0057_M2_Pro,INT_0057,2024,2,Problem Solving,7.3,Prof. Brown,"Good performance in problem solving, reliable and consistent"
INT_0057_M2_Tea,INT_0057,2024,2,Teamwork,8.1,Prof. Brown,"Solid teamwork skills, continues to improve"
INT_0057_M2_Ini,INT_0057,2024,2,Initiative,8.1,Prof. Brown,"Solid initiative skills, continues to improve"
INT_0057_M3_Tec,INT_0057,2024,3,Technical Skills,8.9,Prof. Brown,"Solid technical skills skills, continues to improve"
INT_0057_M3_Com,INT_0057,2024,3,Communication,8.3,Prof. Brown,"Strong communication, meets all expectations"
INT_0057_M3_Pro,INT_0057,2024,3,Problem Solving,7.4,Prof. Brown,"Good performance in problem solving, reliable and consistent"
INT_0057_M3_Tea,INT_0057,2024,3,Teamwork,8.4,Prof. Brown,"Good performance in teamwork, reliable and consistent"
INT_0057_M3_Ini,INT_0057,2024,3,Initiative,7.6,Prof. Brown,"Solid initiative skills, continues to improve"
INT_0057_M4_Tec,INT_0057,2024,4,Technical Skills,7.9,Prof. Brown,"Good performance in technical skills, reliable and consistent"
INT_0057_M4_Com,INT_0057,2024,4,Communication,8.6,Prof. Brown,"Solid communication skills, continues to improve"
INT_0057_M4_Pro,INT_0057,2024,4,Problem Solving,8.4,Prof. Brown,"Strong problem solving, meets all expectations"
INT_0057_M4_Tea,INT_0057,2024,4,Teamwork,8.3,Prof. Brown,"Good performance in teamwork, reliable and consistent"
INT_0057_M4_Ini,INT_0057,2024,4,Initiative,8.1,Prof. Brown,"Good performance in initiative, reliable and consistent"
INT_0057_M5_Tec,INT_0057,2024,5,Technical Skills,9.3,Prof. Brown,"Outstanding performance in technical skills, great initiative"
INT_0057_M5_Com,INT_0057,2024,5,Communication,8.5,Prof. Brown,"Good performance in communication, reliable and consistent"
INT_0057_M5_Pro,INT_0057,2024,5,Problem Solving,9.5,Prof. Brown,"Excellent problem solving, demonstrates advanced skills"
INT_0057_M5_Tea,INT_0057,2024,5,Teamwork,9.7,Prof. Brown,"Excellent teamwork, demonstrates advanced skills"
INT_0057_M5_Ini,INT_0057,2024,5,Initiative,9.6,Prof. Brown,"Excellent initiative, demonstrates advanced skills"
INT_0057_M6_Tec,INT_0057,2024,6,Technical Skills,8.9,Prof. Brown,"Strong technical skills, meets all expectations"
INT_0057_M6_Com,INT_0057,2024,6,Communication,8.6,Prof. Brown,"Good performance in communication, reliable and consistent"
INT_0057_M6_Pro,INT_0057,2024,6,Problem Solving,9.0,Prof. Brown,"Excellent problem solving, demonstrates advanced skills"
INT_0057_M6_Tea,INT_0057,2024,6,Teamwork,9.4,Prof. Brown,"Excellent teamwork, demonstrates advanced skills"
INT_0057_M6_Ini,INT_0057,2024,6,Initiative,9.5,Prof. Brown,"Outstanding performance in initiative, great initiative"
INT_0058_M1_Tec,INT_0058,2024,1,Technical Skills,7.1,Dr. Williams,"Strong technical skills, meets all expectations"
INT_0058_M1_Com,INT_0058,2024,1,Communication,7.2,Dr. Williams,"Good performance in communication, reliable and consistent"
INT_0058_M1_Pro,INT_0058,2024,1,Problem Solving,7.0,Dr. Williams,"Developing problem solving skills, needs more practice"
INT_0058_M1_Tea,INT_0058,2024,1,Teamwork,7.2,Dr. Williams,"Good performance in teamwork, reliable and consistent"
INT_0058_M1_Ini,INT_0058,2024,1,Initiative,7.7,Dr. Williams,"Good performance in initiative, reliable and consistent"
INT_0058_M2_Tec,INT_0058,2024,2,Technical Skills,8.6,Dr. Williams,"Solid technical skills skills, continues to improve"
INT_0058_M2_Com,INT_0058,2024,2,Communication,8.8,Dr. Williams,"Strong communication, meets all expectations"
INT_0058_M2_Pro,INT_0058,2024,2,Problem Solving,9.1,Dr. Williams,"Outstanding performance in problem solving, great initiative"
INT_0058_M2_Tea,INT_0058,2024,2,Teamwork,9.0,Dr. Williams,"Outstanding performance in teamwork, great initiative"
INT_0058_M2_Ini,INT_0058,2024,2,Initiative,8.4,Dr. Williams,"Good performance in initiative, reliable and consistent"
INT_0058_M3_Tec,INT_0058,2024,3,Technical Skills,9.4,Dr. Williams,"Exceptional technical skills, consistently exceeds expectations"
INT_0058_M3_Com,INT_0058,2024,3,Communication,9.1,Dr. Williams,"Excellent communication, demonstrates advanced skills"
INT_0058_M3_Pro,INT_0058,2024,3,Problem Solving,8.7,Dr. Williams,"Strong problem solving, meets all expectations"
INT_0058_M3_Tea,INT_0058,2024,3,Teamwork,10.0,Dr. Williams,"Exceptional teamwork, consistently exceeds expectations"
INT_0058_M3_Ini,INT_0058,2024,3,Initiative,9.8,Dr. Williams,"Exceptional initiative, consistently exceeds expectations"
INT_0058_M4_Tec,INT_0058,2024,4,Technical Skills,9.4,Dr. Williams,"Outstanding performance in technical skills, great initiative"
INT_0058_M4_Com,INT_0058,2024,4,Communication,8.9,Dr. Williams,"Solid communication skills, continues to improve"
INT_0058_M4_Pro,INT_0058,2024,4,Problem Solving,8.8,Dr. Williams,"Good performance in problem solving, reliable and consistent"
INT_0058_M4_Tea,INT_0058,2024,4,Teamwork,8.3,Dr. Williams,"Good performance in teamwork, reliable and consistent"
INT_0058_M4_Ini,INT_0058,2024,4,Initiative,9.3,Dr. Williams,"Excellent initiative, demonstrates advanced skills"
INT_0058_M5_Tec,INT_0058,2024,5,Technical Skills,6.9,Dr. Williams,"Adequate technical skills, has room for improvement"
INT_0058_M5_Com,INT_0058,2024,5,Communication,7.7,Dr. Williams,"Solid communication skills, continues to improve"
INT_0058_M5_Pro,INT_0058,2024,5,Problem Solving,7.2,Dr. Williams,"Strong problem solving, meets all expectations"
INT_0058_M5_Tea,INT_0058,2024,5,Teamwork,7.8,Dr. Williams,"Good performance in teamwork, reliable and consistent"
INT_0058_M5_Ini,INT_0058,2024,5,Initiative,6.5,Dr. Williams,"Developing initiative skills, needs more practice"
INT_0058_M6_Tec,INT_0058,2024,6,Technical Skills,9.0,Dr. Williams,"Good performance in technical skills, reliable and consistent"
INT_0058_M6_Com,INT_0058,2024,6,Communication,8.0,Dr. Williams,"Solid communication skills, continues to improve"
INT_0058_M6_Pro,INT_0058,2024,6,Problem Solving,8.8,Dr. Williams,"Solid problem solving skills, continues to improve"
INT_0058_M6_Tea,INT_0058,2024,6,Teamwork,8.1,Dr. Williams,"Good performance in teamwork, reliable and consistent"
INT_0058_M6_Ini,INT_0058,2024,6,Initiative,7.9,Dr. Williams,"Strong initiative, meets all expectations"
INT_0059_M1_Tec,INT_0059,2024,1,Technical Skills,5.3,Prof. Miller,"Average performance in technical skills, working on improvements"
INT_0059_M1_Com,INT_0059,2024,1,Communication,6.0,Prof. Miller,"Developing communication skills, needs more practice"
INT_0059_M1_Pro,INT_0059,2024,1,Problem Solving,5.0,Prof. Miller,"Struggling with problem solving, requires additional support"
INT_0059_M1_Tea,INT_0059,2024,1,Teamwork,4.9,Prof. Miller,"Below expectations in teamwork, needs focused training"
INT_0059_M1_Ini,INT_0059,2024,1,Initiative,6.4,Prof. Miller,"Average performance in initiative, working on improvements"
INT_0059_M2_Tec,INT_0059,2024,2,Technical Skills,7.4,Prof. Miller,"Good performance in technical skills, reliable and consistent"
INT_0059_M2_Com,INT_0059,2024,2,Communication,6.3,Prof. Miller,"Developing communication skills, needs more practice"
INT_0059_M2_Pro,INT_0059,2024,2,Problem Solving,6.5,Prof. Miller,"Developing problem solving skills, needs more practice"
INT_0059_M2_Tea,INT_0059,2024,2,Teamwork,7.6,Prof. Miller,"Good performance in teamwork, reliable and consistent"
INT_0059_M2_Ini,INT_0059,2024,2,Initiative,6.2,Prof. Miller,"Adequate initiative, has room for improvement"
INT_0059_M3_Tec,INT_0059,2024,3,Technical Skills,8.2,Prof. Miller,"Strong technical skills, meets all expectations"
INT_0059_M3_Com,INT_0059,2024,3,Communication,7.2,Prof. Miller,"Strong communication, meets all expectations"
INT_0059_M3_Pro,INT_0059,2024,3,Problem Solving,6.5,Prof. Miller,"Adequate problem solving, has room for improvement"
INT_0059_M3_Tea,INT_0059,2024,3,Teamwork,6.7,Prof. Miller,"Adequate teamwork, has room for improvement"
INT_0059_M3_Ini,INT_0059,2024,3,Initiative,7.1,Prof. Miller,"Good performance in initiative, reliable and consistent"
INT_0059_M4_Tec,INT_0059,2024,4,Technical Skills,6.5,Prof. Miller,"Developing technical skills skills, needs more practice"
INT_0059_M4_Com,INT_0059,2024,4,Communication,5.8,Prof. Miller,"Adequate communication, has room for improvement"
INT_0059_M4_Pro,INT_0059,2024,4,Problem Solving,6.7,Prof. Miller,"Adequate problem solving, has room for improvement"
INT_0059_M4_Tea,INT_0059,2024,4,Teamwork,5.4,Prof. Miller,"Adequate teamwork, has room for improvement"
INT_0059_M4_Ini,INT_0059,2024,4,Initiative,5.6,Prof. Miller,"Developing initiative skills, needs more practice"
INT_0059_M5_Tec,INT_0059,2024,5,Technical Skills,7.8,Prof. Miller,"Solid technical skills skills, continues to improve"
INT_0059_M5_Com,INT_0059,2024,5,Communication,7.2,Prof. Miller,"Good performance in communication, reliable and consistent"
INT_0059_M5_Pro,INT_0059,2024,5,Problem Solving,7.3,Prof. Miller,"Good performance in problem solving, reliable and consistent"
INT_0059_M5_Tea,INT_0059,2024,5,Teamwork,7.0,Prof. Miller,"Adequate teamwork, has room for improvement"
INT_0059_M5_Ini,INT_0059,2024,5,Initiative,7.5,Prof. Miller,"Strong initiative, meets all expectations"
INT_0059_M6_Tec,INT_0059,2024,6,Technical Skills,8.6,Prof. Miller,"Good performance in technical skills, reliable and consistent"
INT_0059_M6_Com,INT_0059,2024,6,Communication,7.3,Prof. Miller,"Solid communication skills, continues to improve"
INT_0059_M6_Pro,INT_0059,2024,6,Problem Solving,7.8,Prof. Miller,"Strong problem solving, meets all expectations"
INT_0059_M6_Tea,INT_0059,2024,6,Teamwork,7.8,Prof. Miller,"Good performance in teamwork, reliable and consistent"
INT_0059_M6_Ini,INT_0059,2024,6,Initiative,7.1,Prof. Miller,"Solid initiative skills, continues to improve"
INT_0060_M1_Tec,INT_0060,2024,1,Technical Skills,8.1,Dr. Smith,"Strong technical skills, meets all expectations"
INT_0060_M1_Com,INT_0060,2024,1,Communication,8.4,Dr. Smith,"Solid communication skills, continues to improve"
INT_0060_M1_Pro,INT_0060,2024,1,Problem Solving,7.8,Dr. Smith,"Solid problem solving skills, continues to improve"
INT_0060_M1_Tea,INT_0060,2024,1,Teamwork,7.1,Dr. Smith,"Strong teamwork, meets all expectations"
INT_0060_M1_Ini,INT_0060,2024,1,Initiative,8.4,Dr. Smith,"Good performance in initiative, reliable and consistent"
INT_0060_M2_Tec,INT_0060,2024,2,Technical Skills,10.0,Dr. Smith,"Excellent technical skills, demonstrates advanced skills"
INT_0060_M2_Com,INT_0060,2024,2,Communication,10.0,Dr. Smith,"Outstanding performance in communication, great initiative"
INT_0060_M2_Pro,INT_0060,2024,2,Problem Solving,9.9,Dr. Smith,"Exceptional problem solving, consistently exceeds expectations"
INT_0060_M2_Tea,INT_0060,2024,2,Teamwork,10.0,Dr. Smith,"Outstanding performance in teamwork, great initiative"
INT_0060_M2_Ini,INT_0060,2024,2,Initiative,9.9,Dr. Smith,"Exceptional initiative, consistently exceeds expectations"
INT_0060_M3_Tec,INT_0060,2024,3,Technical Skills,8.3,Dr. Smith,"Solid technical skills skills, continues to improve"
INT_0060_M3_Com,INT_0060,2024,3,Communication,7.8,Dr. Smith,"Solid communication skills, continues to improve"
INT_0060_M3_Pro,INT_0060,2024,3,Problem Solving,9.3,Dr. Smith,"Exceptional problem solving, consistently exceeds expectations"
INT_0060_M3_Tea,INT_0060,2024,3,Teamwork,7.9,Dr. Smith,"Solid teamwork skills, continues to improve"
INT_0060_M3_Ini,INT_0060,2024,3,Initiative,8.3,Dr. Smith,"Good performance in initiative, reliable and consistent"
INT_0060_M4_Tec,INT_0060,2024,4,Technical Skills,9.0,Dr. Smith,"Solid technical skills skills, continues to improve"
INT_0060_M4_Com,INT_0060,2024,4,Communication,9.2,Dr. Smith,"Outstanding performance in communication, great initiative"
INT_0060_M4_Pro,INT_0060,2024,4,Problem Solving,9.2,Dr. Smith,"Outstanding performance in problem solving, great initiative"
INT_0060_M4_Tea,INT_0060,2024,4,Teamwork,9.1,Dr. Smith,"Exceptional teamwork, consistently exceeds expectations"
INT_0060_M4_Ini,INT_0060,2024,4,Initiative,8.7,Dr. Smith,"Strong initiative, meets all expectations"
INT_0060_M5_Tec,INT_0060,2024,5,Technical Skills,9.2,Dr. Smith,"Exceptional technical skills, consistently exceeds expectations"
INT_0060_M5_Com,INT_0060,2024,5,Communication,8.8,Dr. Smith,"Good performance in communication, reliable and consistent"
INT_0060_M5_Pro,INT_0060,2024,5,Problem Solving,8.0,Dr. Smith,"Solid problem solving skills, continues to improve"
INT_0060_M5_Tea,INT_0060,2024,5,Teamwork,8.5,Dr. Smith,"Good performance in teamwork, reliable and consistent"
INT_0060_M5_Ini,INT_0060,2024,5,Initiative,8.4,Dr. Smith,"Solid initiative skills, continues to improve"
INT_0060_M6_Tec,INT_0060,2024,6,Technical Skills,8.7,Dr. Smith,"Good performance in technical skills, reliable and consistent"
INT_0060_M6_Com,INT_0060,2024,6,Communication,8.4,Dr. Smith,"Good performance in communication, reliable and consistent"
INT_0060_M6_Pro,INT_0060,2024,6,Problem Solving,9.2,Dr. Smith,"Exceptional problem solving, consistently exceeds expectations"
INT_0060_M6_Tea,INT_0060,2024,6,Teamwork,8.9,Dr. Smith,"Good performance in teamwork, reliable and consistent"
INT_0060_M6_Ini,INT_0060,2024,6,Initiative,8.9,Dr. Smith,"Strong initiative, meets all expectations"
INT_0061_M1_Tec,INT_0061,2024,1,Technical Skills,9.6,Prof. Johnson,"Outstanding performance in technical skills, great initiative"
INT_0061_M1_Com,INT_0061,2024,1,Communication,8.7,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0061_M1_Pro,INT_0061,2024,1,Problem Solving,9.4,Prof. Johnson,"Excellent problem solving, demonstrates advanced skills"
INT_0061_M1_Tea,INT_0061,2024,1,Teamwork,9.9,Prof. Johnson,"Excellent teamwork, demonstrates advanced skills"
INT_0061_M1_Ini,INT_0061,2024,1,Initiative,9.5,Prof. Johnson,"Outstanding performance in initiative, great initiative"
INT_0061_M2_Tec,INT_0061,2024,2,Technical Skills,7.2,Prof. Johnson,"Solid technical skills skills, continues to improve"
INT_0061_M2_Com,INT_0061,2024,2,Communication,7.6,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0061_M2_Pro,INT_0061,2024,2,Problem Solving,7.3,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0061_M2_Tea,INT_0061,2024,2,Teamwork,6.8,Prof. Johnson,"Average performance in teamwork, working on improvements"
INT_0061_M2_Ini,INT_0061,2024,2,Initiative,6.3,Prof. Johnson,"Adequate initiative, has room for improvement"
INT_0061_M3_Tec,INT_0061,2024,3,Technical Skills,8.6,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0061_M3_Com,INT_0061,2024,3,Communication,7.9,Prof. Johnson,"Solid communication skills, continues to improve"
INT_0061_M3_Pro,INT_0061,2024,3,Problem Solving,8.4,Prof. Johnson,"Good performance in problem solving, reliable and consistent"
INT_0061_M3_Tea,INT_0061,2024,3,Teamwork,9.1,Prof. Johnson,"Outstanding performance in teamwork, great initiative"
INT_0061_M3_Ini,INT_0061,2024,3,Initiative,9.0,Prof. Johnson,"Outstanding performance in initiative, great initiative"
INT_0061_M4_Tec,INT_0061,2024,4,Technical Skills,8.3,Prof. Johnson,"Good performance in technical skills, reliable and consistent"
INT_0061_M4_Com,INT_0061,2024,4,Communication,8.6,Prof. Johnson,"Strong communication, meets all expectations"
INT_0061_M4_Pro,INT_0061,2024,4,Problem Solving,8.1,Prof. Johnson,"Solid problem solving skills, continues to improve"
INT_0061_M4_Tea,INT_0061,2024,4,Teamwork,7.5,Prof. Johnson,"Good performance in teamwork, reliable and consistent"
